/m/0dbpyd	/people/person/place_of_birth	/m/09c7w0
/m/053y0s	/people/person/profession	/m/0dz3r
/m/016qtt	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/0b005	/media_common/netflix_title/netflix_genres	/m/07c52
/m/023wyl	/sports/sports_position/players./american_football/football_historical_roster_position/team	/m/02wvfxl
/m/09sh8k	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/09zzb8
/m/05pd94v	/award/award_ceremony/awards_presented./award/award_honor/award_winner	/m/01vvydl
/m/0gtsx8c	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0jgd
/m/02r0csl	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0m313
/m/02y_lrp	/film/film/country	/m/09c7w0
/m/012d40	/film/actor/film./film/performance/film	/m/034qmv
/m/07rlg	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/0b90_r
/m/0g22z	/award/award_winning_work/awards_won./award/award_honor/award	/m/05b4l5x
/m/018js4	/film/film/country	/m/09c7w0
/m/07fq1y	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/02qgqt
/m/081jbk	/base/schemastaging/tv_actor_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/program	/m/02v5xg
/m/028q6	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02581q
/m/0sxg4	/film/film/genre	/m/04xvlr
/m/02gpkt	/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee	/m/012d40
/m/0fvf9q	/award/award_winner/awards_won./award/award_honor/award_winner	/m/0l6qt
/m/07jnt	/award/award_nominated_work/award_nominations./award/award_nomination/award	/m/0gq9h
/m/0jz9f	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/083shs
/m/0njvn	/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency	/m/09nqf
/m/0d1tm	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/0154j
/m/01br2w	/film/film/estimated_budget./measurement_unit/dated_money_value/currency	/m/09nqf
/m/0kq0q	/location/administrative_division/second_level_division_of	/m/09c7w0
/m/03rl1g	/government/legislative_session/members./government/government_position_held/district_represented	/m/05kkh
/m/0fbq2n	/sports/sports_team/roster./american_football/football_historical_roster_position/position_s	/m/01r3hr
/m/060bp	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	/m/027nb
/m/04qvl7	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/02vxq9m
/m/04yywz	/film/actor/film./film/performance/film	/m/0140g4
/m/01k7d9	/people/deceased_person/place_of_death	/m/0k049
/m/02p65p	/award/award_winner/awards_won./award/award_honor/award_winner	/m/0337vz
/m/06688p	/film/actor/film./film/performance/film	/m/0b2v79
/m/01c0cc	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/01jc6q	/award/award_winning_work/awards_won./award/award_honor/award	/m/040njc
/m/01wmjkb	/music/group_member/instruments_played	/m/0l14j_
/m/0520r2x	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0cb77r
/m/08815	/education/educational_institution/students_graduates./education/education/student	/m/06j0md
/m/05mgj0	/film/production_company/films	/m/0ds6bmk
/m/05b3ts	/sports/sports_position/players./american_football/football_historical_roster_position/team	/m/0g2hw4
/m/0ktpx	/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee	/m/0hqcy
/m/01453	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/0dgrmp
/m/028_yv	/film/film/country	/m/03rjj
/m/01914	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/0bpbhm	/media_common/netflix_title/netflix_genres	/m/0219x_
/m/05_6_y	/sports/pro_athlete/teams./sports/sports_team_roster/team	/m/02b15h
/m/0487c3	/base/schemastaging/athlete_extra/salary./base/schemastaging/athlete_salary/team	/m/01j_jh
/m/03c7ln	/music/artist/track_contributions./music/track_contribution/role	/m/026t6
/m/01qvcr	/organization/organization/acquired_by./business/acquisition/acquiring_company	/m/04sv4
/m/02pprs	/music/instrument/instrumentalists	/m/07s3vqk
/m/0d05q4	/military/military_combatant/military_conflicts./military/military_combatant_group/conflict	/m/0784z
/m/0kwgs	/location/location/containedby	/m/0gyh
/m/01gbbz	/people/person/education./education/education/institution	/m/035ktt
/m/05zjtn4	/education/educational_institution/students_graduates./education/education/student	/m/0197tq
/m/02_fm2	/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium	/m/029j_
/m/02x73k6	/award/award_category/winners./award/award_honor/honored_for	/m/02lxrv
/m/0411q	/people/person/profession	/m/016z4k
/m/06151l	/award/award_winner/awards_won./award/award_honor/award_winner	/m/06gp3f
/m/01fq7	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/06w99h3	/film/film/genre	/m/02kdv5l
/m/05cljf	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/08r4x3	/film/film/starring./film/performance/actor	/m/03_6y
/m/0342h	/music/performance_role/regular_performances./music/group_membership/role	/m/0l14qv
/m/02bfmn	/people/person/gender	/m/05zppz
/m/01rk91	/business/job_title/people_with_this_title./business/employment_tenure/company	/m/0kc6x
/m/01xdf5	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/m/04t2l2
/m/02rc4d	/fictional_universe/fictional_character/occupation	/m/0g0vx
/m/027qgy	/film/film/genre	/m/06cvj
/m/01mkq	/education/field_of_study/students_majoring./education/education/institution	/m/011xy1
/m/0dxtw	/film/film_job/films_with_this_crew_job./film/film_crew_gig/film	/m/0cq86w
/m/02v8kmz	/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium	/m/029j_
/m/01j5ts	/people/person/place_of_birth	/m/06_kh
/m/02hrh1q	/people/profession/people_with_this_profession	/m/01pcz9
/m/0dwl2	/business/business_operation/industry	/m/01mw1
/m/02wh75	/award/award_category/winners./award/award_honor/award_winner	/m/0lbj1
/m/0c3ybss	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/09c7w0
/m/03cfjg	/award/award_winner/awards_won./award/award_honor/ceremony	/m/0jzphpx
/m/06wxw	/location/hud_foreclosure_area/hhuniv./measurement_unit/dated_integer/source	/m/0jbk9
/m/0np9r	/people/profession/people_with_this_profession	/m/05bp8g
/m/01l1b90	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/0p07l	/location/us_county/hud_county_place	/m/01vsl
/m/02vp1f_	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03_3d
/m/027rn	/location/statistical_region/gni_in_ppp_dollars./measurement_unit/dated_money_value/currency	/m/09nqf
/m/060__y	/film/film_genre/films_in_this_genre	/m/03rtz1
/m/09m6kg	/film/film/language	/m/02h40lc
/m/05bp8g	/people/person/nationality	/m/03_3d
/m/047q2k1	/film/film/genre	/m/05p553
/m/01ypc	/sports/sports_team/roster./baseball/baseball_roster_position/position	/m/02dwn9
/m/0342h	/music/performance_role/regular_performances./music/group_membership/member	/m/01k_0fp
/m/0m77m	/base/nobelprizes/nobel_prize_winner/nobel_honor./base/nobelprizes/nobel_honor/subject_area	/m/02_h0
/m/06dv3	/film/actor/film./film/performance/film	/m/09m6kg
/m/01rtm4	/education/educational_institution/students_graduates./education/education/student	/m/02rchht
/m/0dq3c	/business/job_title/people_with_this_title./business/employment_tenure/company	/m/02zs4
/m/0qcr0	/people/cause_of_death/people	/m/0byfz
/m/06wzvr	/film/film/genre	/m/01q03
/m/01qn7n	/tv/tv_program/languages	/m/02h40lc
/m/016tw3	/film/production_company/films	/m/03tps5
/m/0cnl80	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/083chw
/m/0gq_v	/award/award_category/winners./award/award_honor/honored_for	/m/0k2cb
/m/0qf43	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0f_nbyh
/m/0c0yh4	/film/film/country	/m/0d060g
/m/05qt0	/user/alexander/philosophy/subject/philosophers	/m/0nk72
/m/08mbj5d	/common/annotation_category/annotations./common/webpage/topic	/m/01s3kv
/m/03g90h	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/02_n3z
/m/06cqb	/music/genre/parent_genre	/m/0827d
/m/02hrh1q	/people/profession/people_with_this_profession	/m/02tkzn
/m/014zcr	/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/m/05m63c
/m/0yyg4	/award/award_winning_work/awards_won./award/award_honor/award	/m/027c924
/m/03f0324	/influence/influence_node/influenced	/m/040rjq
/m/01tv3x2	/music/artist/genre	/m/06rqw
/m/0h3y	/location/country/capital	/m/0rtv
/m/090s_0	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/m/0h0jz
/m/05znxx	/award/award_nominated_work/award_nominations./award/award_nomination/award	/m/02hsq3m
/m/01kyvx	/film/special_film_performance_type/film_performance_type./film/performance/film	/m/0ckr7s
/m/02ky346	/education/field_of_study/students_majoring./education/education/institution	/m/0p5wz
/m/05ztjjw	/award/award_category/nominees./award/award_nomination/nominated_for	/m/01gc7
/m/04j53	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/sport	/m/09w1n
/m/04h68j	/film/writer/film	/m/01g3gq
/m/01vw87c	/music/artist/track_contributions./music/track_contribution/role	/m/0342h
/m/01gbcf	/music/genre/parent_genre	/m/016clz
/m/011yrp	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0d0vqn
/m/049tjg	/film/actor/film./film/performance/film	/m/05jf85
/m/046f25	/soccer/football_team/current_roster./sports/sports_team_roster/player	/m/0d1swh
/m/04ljl_l	/award/award_category/nominees./award/award_nomination/award_nominee	/m/0b_fw
/m/04t36	/media_common/netflix_genre/titles	/m/011yxg
/m/05v38p	/award/award_nominated_work/award_nominations./award/award_nomination/award	/m/03hkv_r
/m/025twgf	/film/film/starring./film/performance/character	/m/0clpml
/m/0t015	/location/hud_county_place/place	/m/0t015
/m/0j1z8	/organization/organization_member/member_of./organization/organization_membership/organization	/m/07t65
/m/0162b	/location/country/administrative_divisions	/m/0fnb4
/m/0hd7j	/organization/organization/leadership./organization/leadership/role	/m/07xl34
/m/02sgy	/music/performance_role/guest_performances./music/recording_contribution/performance_role	/m/0l14md
/m/05r5c	/music/instrument/instrumentalists	/m/0c9d9
/m/02g8h	/people/person/profession	/m/01d_h8
/m/060__y	/film/film_genre/films_in_this_genre	/m/0c_j9x
/m/0n5j_	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/0fm9_
/m/04cy8rb	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/07gp9
/m/081pw	/film/film_subject/films	/m/0gzy02
